objectid,filename,title,creator,editor,publisher,date,subject,description,source,identifier,format,language,rights,rightsstatement
W.2005.1.1,https://weltylab.org/collection/W2005_1_1.jpg,The Collected Stories of Katherine Anne Porter,Katherine Anne Porter,,Harcourt Brace Jovanovich,1979,Fiction, Note:,Mississippi Department of Archives and History,W.2005. 1.1,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.2,https://weltylab.org/collection/W2005_1_2.jpg,The Professor's House,Willa Cather, ,Borzoi Books-Knopf,1953,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.2,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.3,https://weltylab.org/collection/W2005_1_3.jpg,My Mortal Enemy,Willa Cather, ,Vintage Books,1961,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.3,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.4,https://weltylab.org/collection/W2005_1_4.jpg,The Troll Garden,Willa Cather, ,New American Library,1961,Fiction, Note: ,Mississippi Department of Archives and History,W. 2005.1.4,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.5,https://weltylab.org/collection/W2005_1_5.jpg,The Persian Wars,Herodotus , ,Modern Library,1947,Non-fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.5,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.6,https://weltylab.org/collection/W2005_1_6.jpg,The Portable Renaissance Reader,"James Bruce, Mary Martin McLaughlin", ,Viking Press,1953,Non-fiction, Note: ,Mississippi Department of Archives and History,W. 2005.1.6,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.7,https://weltylab.org/collection/W2005_1_7.jpg,The Portable Coleridge,Samuel Taylor Coleridge,I.A. Richards,Viking Press,1950,Anthology, Note: ,Mississippi Department of Archives and History,W.2005.1.7,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.8,https://weltylab.org/collection/W2005_1_8.jpg,A Christmas Story,Katherine Anne Porter, ,Delacorte Press,1967,Fiction," ""Eudora, you are for me a presence in this life we live in at the same time - a world of awesome strangeness much like a light that throws a far steady beam to my heart.  Bless you, Love Always, Katherine Anne Winter Solstice, 1973 Note: ",Mississippi Department of Archives and History,W.2005.1.8,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.9,https://weltylab.org/collection/W2005_1_9.jpg,Il Procuratore,Eugenio Vaquer, ,Bompiani,1950,,"a Eudora Welty, con ammirata amicisia, Eugenio Vaquer Jackson, March 24, 1953. Note: A small, pink piece of paper found on page 63.  It reads ""Settant Vole di Eugenio Vaquer, Casini Edetore Roma"" and photo of author; on back description summary of book; on page 129 were found 2 small ads.",Mississippi Department of Archives and History,W.2005.1.9,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.10,https://weltylab.org/collection/W2005_1_10.jpg,The Portable Melville: Two Novels,Herman Melville,Jay Leida,,1986,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.10,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.11,https://weltylab.org/collection/W2005_1_11.jpg,Seven,Carson McCullers, ,Bantam Books,1954,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.11,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.12,https://weltylab.org/collection/W2005_1_12.jpg,The Sacred Fount,Henry James, Leon Edel,Grove Press,1953,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.12,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.13,https://weltylab.org/collection/W2005_1_13.jpg,Five Stories,Willa Cather, ,Vintage Books,1956,Fiction, Note: White business card for William Cole (page 38).,Mississippi Department of Archives and History,W. 2005.1.13,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.14,https://weltylab.org/collection/W2005_1_14.jpg,Candide: or The Optimist,Voltaire, ,Modern Library,1918,Fiction,Eudora Welty 1928 Note: ,Mississippi Department of Archives and History,W. 2005.1.14,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.15,https://weltylab.org/collection/W2005_1_15.jpg,Other Voices Other Rooms,Truman Capote, ,Signet Books,1968,Fiction, Note: ,Mississippi Department of Archives and History,W. 2005. 1.15,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.16,https://weltylab.org/collection/W2005_1_16.jpg,South Wind,Norman Douglas, ,The Modern Library,1925,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.16,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.17,https://weltylab.org/collection/W2005_1_17.jpg,The Decameron of Giovanni Boccaccio,Giovanni Boccacio, ,J.M Dent & Sons; E.P. Dutton & Co.,1941,Fiction,Note: This book is a part of the Everymans Library Series.,Mississippi Department of Archives and History,W.2005.1.17,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.18,https://weltylab.org/collection/W2005_1_18.jpg,Hemingway,Ernest Hemingway,Malcolm Cowley,,1944,Anthology, Note: ,Mississippi Department of Archives and History,W.2005.1.18,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.19,https://weltylab.org/collection/W2005_1_19.jpg,Katherine Anne Porter:  A Collection of Critical Essays,Katherine Anne Porter,Robert Penn Warren,"Prentice Hall, Englewood Cliffs",1979,Non-fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.19,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.20,https://weltylab.org/collection/W2005_1_20.jpg,Experiences of an Irish R.M .,"E.CE Somerville, Martin Ross", ,J.M Dent & Sons; E.P. Dutton & Co.,1963,Fiction," Note: 3 pages of a handwritten story with a character named ""Hip"" found at end of book.",Mississippi Department of Archives and History,W.2005.1.20,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.21,https://weltylab.org/collection/W2005_1_21.jpg,A Defense of Circe,Katherine Anne Porter, ,"Harcourt, Brace",1954,, Note: ,Mississippi Department of Archives and History,W.2005.1.21,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.22,https://weltylab.org/collection/W2005_1_22.jpg,The Portable Conrad,Joesph Conrad,Morton Dauwen Zabel,Viking Press,1963,Anthology, Note: ,Mississippi Department of Archives and History,W.2005.1.22,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.23,https://weltylab.org/collection/W2005_1_23.jpg,The Common Thread: A Book of Stories,Michael Seide, ,"Harcourt, Brace",1975,Fiction,"""For Eudora  - In appreciation of a most cherished friendship"" - Mike Note: ",Mississippi Department of Archives and History,W.2005.1.23,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.24,https://weltylab.org/collection/W2005_1_24.jpg,Clarissa: The History of Clarissa Harlowe,Samuel Richardson, John Angus Burrell,Random House,1950,Fiction,Note: This book is a part of the Modern Library Series.,Mississippi Department of Archives and History,W.2005.1.24,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.25,https://weltylab.org/collection/W2005_1_25.jpg,Selected Stories of Eudora Welty,Eudora Welty, ,,1954,Fiction,"Proofreading marks in pen and pencil throughout. Eudora Welty signature on title page in pencil, "" 153 back "" handwritten on title page; 1st page Eudora Welty signature in pen on last blank page in pencil ""Trip Expenses Phila, '62 BUS.R.T. Train, R.T. 136.81 Taxis 1.75, meals, train (3.00, 2.30) Tips 1.50. Note: Intro by Katherine Anne Porter",Mississippi Department of Archives and History,W.2005.1.25,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.26,https://weltylab.org/collection/W2005_1_26.jpg,"One Time, One Place",Eudora Welty, ,,1971,Photography, Note: ,Mississippi Department of Archives and History,W.2005.1.26,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.27,https://weltylab.org/collection/W2005_1_27.jpg,Losing Battles,Eudora Welty, ,Random House,1971,Fiction, Note: Last novel,Mississippi Department of Archives and History,W.2005.1.27,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.28,https://weltylab.org/collection/W2005_1_28.jpg,Ancestors,William Maxwell, ,Alfred A. Knopf,1971,Non-fiction," ""May 27, 1971 / Eudora with love from / Bill"" Note: ",Mississippi Department of Archives and History,W.2005.1.28,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.29,https://weltylab.org/collection/W2005_1_29.jpg,The Eye of Story: Selected Essays and Reviews,Eudora Welty, ,Random House,1978,Non-fiction, Note: Lemuria sticker on title page,Mississippi Department of Archives and History,W.2005.1.29,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.30,https://weltylab.org/collection/W2005_1_30.jpg,The Robber Bridegroom,Eudora Welty, ,"Harcourt, Brace, and Company",1942,Fiction, Note: Pages marked throughout,Mississippi Department of Archives and History,W.2005.1.30,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.31,https://weltylab.org/collection/W2005_1_31.jpg,The Bride of the Innisfallen and Other Stories,Eudora Welty, ,"Harcourt, Brace, and Company",1955,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.31,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.32,https://weltylab.org/collection/W2005_1_32.jpg,The Eye of Story: Selected Essays and Reviews,Eudora Welty, ,Random House,1978,Non-fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.32,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.33,https://weltylab.org/collection/W2005_1_33.jpg,The Golden Apples,Eudora Welty, ,"Harcourt, Brace, and Company",1949,Fiction," Note: Christmas card located inside back cover. Front has ""Season's Greetings"" ""Penny Fitzgerald"". Inside has an excerpt from a letter from Robert Fitzgerald to William Maxwell.  ",Mississippi Department of Archives and History,W.2005.1.33,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.34,https://weltylab.org/collection/W2005_1_34.jpg,The Folded Leaf,William Maxwell, ,Harper & Brothers,1945,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.34,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.35,https://weltylab.org/collection/W2005_1_35.jpg,They Came Like Swallows,William Maxwell, ,Vintage Books,1960,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.35,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.36,https://weltylab.org/collection/W2005_1_36.jpg,The Robber Bridegroom,Eudora Welty, ,"Doubleday, Doran & Co.,Inc.,",1948,Fiction, Note: Back of book contains advertisement to buy war bonds,Mississippi Department of Archives and History,W.2005.1.36,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.37,https://weltylab.org/collection/W2005_1_37.jpg,The Wide Net and Other Stories,Eudora Welty, ,"Harcourt, Brace, and Company",1943,Fiction," Note: Page 57 crossed out. p. 64 ""lighted ox"" marked through and ""skimmed"" added with line at bottom of page under slight pencil.",Mississippi Department of Archives and History,W.2005.1.37,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.38,https://weltylab.org/collection/W2005_1_38.jpg,Delta Wedding,Eudora Welty, ,"Harcourt, Brace, and Company",1946,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.38,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.39,https://weltylab.org/collection/W2005_1_39.jpg,A Curtain of Green,Eudora Welty, ,"Doubleday, Doran & Co.,Inc.,",1941,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.39,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.40,https://weltylab.org/collection/W2005_1_40.jpg,Private Contentment: A Play,Reynolds Price, ,Atheneum,1984,Fiction," ""for Eudora with/ all but thirty years of happy/ memories as with the/ best love/ from/ illegible signature. Note: ",Mississippi Department of Archives and History,W.2005.1.40,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.41,https://weltylab.org/collection/W2005_1_41.jpg,Uncle Valentine and Other Stories,"Willa Cather, Bernice Slote", ,University of Nebraska Press,1975,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.41,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.42,https://weltylab.org/collection/W2005_1_42.jpg,A Curtain of Green and Other Stories,Eudora Welty, ,"Harcourt, Brace, and Jovanovich",1979,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.42,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.43,https://weltylab.org/collection/W2005_1_43.jpg,The Collected Essays and Occasional Writings of Katherine Anne Porter,Katherine Anne Porter,,Delacorte Press,1970,Anthology,"""For Eudora my changeless dearly loved friend from all these changing  years, whose genius and human tenderness blown fresh as spring in all seasons.  Katherine Anne Porter 6 July, 1970.  The heart  has its reason which reason does not know. Note: ",Mississippi Department of Archives and History,W.2005.1.43,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.44,https://weltylab.org/collection/W2005_1_44.jpg,The Widows of Thornton,Peter Taylor, ,"Harcourt, Brace, & Company",1954,Fiction,"

On first page in cursive, ""Eudora Welty.""  Eudora Welty's signature is on last page, upside down. Note: ",Mississippi Department of Archives and History,W.2005.1.44,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.45,https://weltylab.org/collection/W2005_1_45.jpg,Happy Families are all Alike,Peter Taylor, ,"McDowell, Obolensky",1959,Fiction,"For Eudora with love from Frank April 13, 1960"" Note: ",Mississippi Department of Archives and History,W.2005.1.45,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.46,https://weltylab.org/collection/W2005_1_46.jpg,Five Stories,"Willa Cather, George N. Kates", ,Vintage Books,1956,Fiction, Note: ,Mississippi Department of Archives and History,W. 2005 1.46,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.47,https://weltylab.org/collection/W2005_1_47.jpg,Early Stories of Willa Cather,"Willa Cather, Mildred R. Bennett", ,"Dodd, Mead, & Company",1983,Fiction, Note: Commentary by,Mississippi Department of Archives and History,W.2005.1.47,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.48,https://weltylab.org/collection/W2005_1_48.jpg,A Lost Lady,Willa Cather, ,Borzoi Books-Knopf,1969,Fiction, Note: ,Mississippi Department of Archives and History,W.2005. 1.48,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.49,https://weltylab.org/collection/W2005_1_49.jpg,On Writing,Willa Cather, ,Borzoi Books-Knopf,1968,Non-fiction,"""To Eudora/from Stephen/September, 1949.""  Note: ",Mississippi Department of Archives and History,W.2005 1.49,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.50,https://weltylab.org/collection/W2005_1_50.jpg,Willa Cather in Europe: Her Own Story of the First Journey,"Willa Cather, George N. Kates", ,Alfred A. Knopf,1956,Non-fiction, Note: ,Mississippi Department of Archives and History,W.2005. 1.50,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.51,https://weltylab.org/collection/W2005_1_51.jpg,Not Under Forty,Willa Cather, ,Borzoi Books-Knopf,1970,Non-fiction,"""R/L"" inside front jacket; ""77, 78, 79, 80"" written on last page. Note: 

Papers were found in between pages 16 and 17, 18 and 19, and 86 and 87.  ",Mississippi Department of Archives and History,W.2005. 1.51,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.52,https://weltylab.org/collection/W2005_1_52.jpg,The Source of Light,Reynolds Price, ,,1995,Fiction,For Eudora/ With love for her/ life and works/ Love Reynolds/ 8 April 1983 Note: ,Mississippi Department of Archives and History,W.2005.1.52,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.53,https://weltylab.org/collection/W2005_1_53.jpg,Vital Provisions,Reynolds Price, , Atheneum Books,1982,Poetry,For Eudora/ with long years of/ happy memory and/ many more of hope/ and the best love from/ Reynolds Price/ 29 Oct 82 Note: ,Mississippi Department of Archives and History,W2005.1.53,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.54,https://weltylab.org/collection/W2005_1_54.jpg,A Palpable God,Reynolds Price, ,Atheneum Books,1978,Religous,"For Eudora, in the memory/ of many happy days and many/ blessings, with the best love/ from Reynolds/ 17-?-78 Note: ",Mississippi Department of Archives and History,W.2005.1.54,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.55,https://weltylab.org/collection/W2005_1_55.jpg,A Generous Man,Reynolds Price, ,Atheneum Books,1966,Fiction,"Eudora- In recollection of loyalty and much laughter with thanks for a flawless example and with best love, strongest hope/ from/ Reynolds/ 12 February 1966 Note: ",Mississippi Department of Archives and History,W.2005.1.55,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.56,https://weltylab.org/collection/W2005_1_56.jpg,The Good News According to Mark,Reynolds Price, ,,1976,Religous,for Eudora/ with love as (word illegible)/ 2 all the warm good hopes at Christmas/ from/ Reynolds/ 1976 Note: ,Mississippi Department of Archives and History,W.2005.1.56,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.57,https://weltylab.org/collection/W2005_1_57.jpg,Things Themselves,Reynolds Price, ,Atheneum Books,1972,Non-fiction,"To Eudora - Who has provided morals? In every good send, for more than one of these pieces - and for much more than these.  WIth best love and thanks/ from Reynolds Price/ 29 April 1972 Note: ",Mississippi Department of Archives and History,W.2005.1.57,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.58,https://weltylab.org/collection/W2005_1_58.jpg,Love and Work,Reynolds Price, ,Atheneum Books,1968,Fiction,"Inscription on the title page reads: Eudora/ The happiest memories,/ best thanks,/ best hopes,/ love Reynolds/ 4 April 68 Note: ",Mississippi Department of Archives and History,W..2005.1.58,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.59,https://weltylab.org/collection/W2005_1_59.jpg,Bright Center of Heaven,William Maxwell, ,Harper & Bros.,1934,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.59,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.60,https://weltylab.org/collection/W2005_1_60.jpg,A Long and Happy Life,Reynolds Price, ,Atheneum Books,1962,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.60,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.61,https://weltylab.org/collection/W2005_1_61.jpg,Over by the River,William Maxwell, ,Alfred A. Knopf,1977,Fiction,For- to put it quite simply - as/ my aunts used to do - for my Eudora/ Bill/ October 1977 Note: ,Mississippi Department of Archives and History,W.2005.1.61,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.62,https://weltylab.org/collection/W2005_1_62.jpg,Time Will Darken It,William Maxwell, ,Harper & Bros.,1992,Fiction, Note: ,Mississippi Department of Archives and History,W. 2005.1.62,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.63,https://weltylab.org/collection/W2005_1_63.jpg,The Chateau,William Maxwell, ,Alfred A. Knopf,1961,Fiction,"""March 1961 / Eudora from Bill, / devotedly."" Note: ",Mississippi Department of Archives and History,W.2005.1.63,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.64,https://weltylab.org/collection/W2005_1_64.jpg,The Surface of Earth,Reynolds Price, ,Atheneum Books,1975,Fiction,"""for Eudora / with love & hope / from Reynolds / 2 June 75"" Note: ",Mississippi Department of Archives and History,W.2005.1.64,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.65,https://weltylab.org/collection/W2005_1_65.jpg,The Thanatos Syndrome,Walker Percy, ,,1995,Fiction,"""for Eudora - / from a old friend / Walker"" Note: Signed",Mississippi Department of Archives and History,W. 2005.1.65,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.66,https://weltylab.org/collection/W2005_1_66.jpg,Early Dark,Reynolds Price, ,Atheneum Books,1977,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.66,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.67,https://weltylab.org/collection/W2005_1_67.jpg,The Names and Faces of Heroes,Reynolds Price, ,Ballantine Books,1963,Fiction,"Eudora, who saw most of those(?) at the start, with love and loving thanks from Reynolds. - Durham 25 May 63 Note: ",Mississippi Department of Archives and History,W.2005.1.67,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.68,https://weltylab.org/collection/W2005_1_68.jpg,Oracles: Six Versions from the Bible,"Reynolds Price, Jacob Roquet", ,Friends of Duke University Library,1977,,"For Eudora as we go to Oxford with the best love from Reynolds - xi-77

 Note: ""Edition of 300 copies each signed and numbered ... no. 258.""",Mississippi Department of Archives and History,W.2005.1.68,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.69,https://weltylab.org/collection/W2005_1_69.jpg,Nine Mysteries,Reynolds Price, ,Palaemon Press,1979,Poetry,"""for Eudora, as though it were Christmas 1975, with as much love as ever.  from Reynolds"" Note: ""This first edition ... is limited to 309 signed copies. Nine specially bound copies, each with a drawing by the author, are lettered A-I. Christmas 1979""",Mississippi Department of Archives and History,W.2005.1.69,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.70,https://weltylab.org/collection/W2005_1_70.jpg,Mustian,Reynolds Price, ,Atheneum Books,1983,Fiction,"""for Eudora with long years of good memory, thanks, and love from Reynolds 4-83"" Note: Unmailed postcard inside. Marx Brothers postcard to Eudora on her birthday. Durham, 6 Apr. 83 from Reynolds Price.",Mississippi Department of Archives and History,W.2005.1.70,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.71,https://weltylab.org/collection/W2005_1_71.jpg,Permanent Errors,Reynolds Price, ,Atheneum Books,1970,Fiction,"""Thankfully and with love from Reynolds"" Orange County 21 August 1970 Note: Contained Christmas card to Eudora Welty from Reynolds Price sent through mail. Card is from 1972, Fourth Eclogue of Vergil translated by Reynolds Price for his friends.",Mississippi Department of Archives and History,W.2005.1.71,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.72,https://weltylab.org/collection/W2005_1_72.jpg,The Never-Ending Wrong,Katherine Anne Porter, ,Atlantic-Little Brown,1977,Non-fiction, Note: ,Mississippi Department of Archives and History,W.2005 1.72,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.73,https://weltylab.org/collection/W2005_1_73.jpg,The Poison Tree,Walter Clemons, ,,1959,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.73,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.74,https://weltylab.org/collection/W2005_1_74.jpg,Searching for Caleb,Anne Tyler, ,Alfred A. Knopf,1996,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.74,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.75,https://weltylab.org/collection/W2005_1_75.jpg,A Piece of My Heart,Richard Ford, ,Harper & Row,1985,Fiction,"or Eudora Welty/ with affection &/ with my lifetime/ admiration and gratitude/ to you for your work/ Richard

 Note: ",Mississippi Department of Archives and History,W.2005.1.75,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.76,https://weltylab.org/collection/W2005_1_76.jpg,The Days Before,Katherine Anne Porter, ,"Harcourt, Brace, & Company",1952,Non-fiction,"Dear Eudora, this is/ for  remembrance? house?/ and any same affection/ Katherine Anne/ 28 September 1952/ New York Note: ",Mississippi Department of Archives and History,W.2005.1.76,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.77,https://weltylab.org/collection/W2005_1_77.jpg,The Salt Line,Elizabeth Spencer, ,DoubleDay,1995,Fiction," Note: Card from Lemuria Bookstore, in between pages 208 & 209",Mississippi Department of Archives and History,W.2005.1.77,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.78,https://weltylab.org/collection/W2005_1_78.jpg,The Sportswriter,Richard Ford, ,Vintage Books,1986,Fiction," For Reynolds Price, with old admiration for your work. Richard Ford  March 22, 1986

 Note: ",Mississippi Department of Archives and History,W.2005.1.78,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.79,https://weltylab.org/collection/W2005_1_79.jpg,Ship Island and Other Stories,Elizabeth Spencer, ,McGraw-Hill,1969,Fiction," Book is dedicated to Eudora Welty. 

Inscription on dedication page: -a great writer - and/ friend, besides/ with love,/ Elizabeth/ 4 Oct. 1968/ Montreal Note: ",Mississippi Department of Archives and History,W.2005.1.79,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.80,https://weltylab.org/collection/W2005_1_80.jpg,Everything that Rises Must Converge,Flannery O'Connor, ,"Farrar, Strarus,and Giroux",1965,Fiction,"""Welty"" on inside front cover. Note: ",Mississippi Department of Archives and History,W.2005.1.80,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.81,https://weltylab.org/collection/W2005_1_81.jpg,Celestial Navigation,Anne Tyler, ,J. Curley,1981,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.81,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.82,https://weltylab.org/collection/W2005_1_82.jpg,Knights and Dragons,Elizabeth Spencer, ,McGraw-Hill,1965,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.82,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.83,https://weltylab.org/collection/W2005_1_83.jpg,Lost in the Cosmos,Walker Percy, ,"Farrar, Strarus,and Giroux",2000,Non-fiction,"Inscription on title page: ""Walker Percy"" Note: ",Mississippi Department of Archives and History,W.2005.1.83,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.84,https://weltylab.org/collection/W2005_1_84.jpg,Lancelot,Waker Percy, ,"Farrar, Strarus,and Giroux",1977,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.84,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
